"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Sterna dougallii",80.63386,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",80.63386,"Chu & Clairmunt 2023",44.963259,2,3,26.8779533333333
"Sterna forsteri",552.6653,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",552.6653,"Chu & Clairmunt 2023",552.6653,2,2,276.33265
"Sterna forsteri",552.6653,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",552.6653,"Chu & Clairmunt 2023",552.6653,2,2,276.33265
"Sterna hirundo",33.06606,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",109.6619,"Chu & Clairmunt 2023",71.36398,2,3,36.5539666666667
"Sterna hirundo",109.6619,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",109.6619,"Chu & Clairmunt 2023",71.36398,2,3,36.5539666666667
"Sterna paradisaea",44.50607,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1095,"days","AgeAtMaturity","AnAge",116.2099,"Chu & Clairmunt 2023",80.357985,2,3,38.7366333333333
"Sterna paradisaea",116.2099,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",1095,"days","AgeAtMaturity","AnAge",116.2099,"Chu & Clairmunt 2023",80.357985,2,3,38.7366333333333
"Sternula antillarum",34.6036,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",730.5,"days","AgeAtMaturity","Amniota",166.6861,"Chu & Clairmunt 2023",100.64485,2,3,55.5620333333333
"Sternula antillarum",166.6861,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",730.5,"days","AgeAtMaturity","Amniota",166.6861,"Chu & Clairmunt 2023",100.64485,2,3,55.5620333333333
"Streptopelia decaocto",59900,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",4.1,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",9.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",0.57,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",2.503,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia turtur",30400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",3.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",8.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",0.757,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",1.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Strix aluco",4,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",22.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",35300,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",3.1,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",8.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",0.433,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",2.121,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix nebulosa",50,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",50,"Sutherland (birds)",50,2,1,50
"Strix nebulosa",50000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",50,"Sutherland (birds)",50,2,1,50
"Strix varia",6.349398,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",7.755788,"Chu & Clairmunt 2023",7.052593,2,2,3.877894
"Strix varia",7.755788,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",7.755788,"Chu & Clairmunt 2023",7.052593,2,2,3.877894
"Sturnus vulgaris",65700,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",3.4,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",9.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",0.273,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",1.1,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",17.14297,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",23.13256,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Suaeda maritima",380,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",12,"weeks","AgeAtMaturity","TRY",0.38,"Tamme et al. 2014",0.19005,2,1,0.38
"Suaeda maritima",0.1,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",12,"weeks","AgeAtMaturity","TRY",0.38,"Tamme et al. 2014",0.19005,2,1,0.38
"Sylvia atricapilla",117000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",117,"Jenkins et al. 2007",27.5,5,1,117
"Sylvia atricapilla",27.5,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",117,"Jenkins et al. 2007",27.5,5,1,117
"Sylvia atricapilla",41.2,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",117,"Jenkins et al. 2007",27.5,5,1,117
"Sylvia atricapilla",8.027,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",117,"Jenkins et al. 2007",27.5,5,1,117
"Sylvia atricapilla",17.539,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",117,"Jenkins et al. 2007",27.5,5,1,117
"Sylvia communis",52400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",52.4,"Jenkins et al. 2007",11.1,5,1,52.4
"Sylvia communis",11.1,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",52.4,"Jenkins et al. 2007",11.1,5,1,52.4
"Sylvia communis",14.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",52.4,"Jenkins et al. 2007",11.1,5,1,52.4
"Sylvia communis",1.145,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",52.4,"Jenkins et al. 2007",11.1,5,1,52.4
"Sylvia communis",2.815,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",52.4,"Jenkins et al. 2007",11.1,5,1,52.4
"Tachycineta bicolor",1,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",67.55955,"Chu & Clairmunt 2023",6.4,5,1,67.55955
"Tachycineta bicolor",6.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",67.55955,"Chu & Clairmunt 2023",6.4,5,1,67.55955
"Tachycineta bicolor",6400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",67.55955,"Chu & Clairmunt 2023",6.4,5,1,67.55955
"Tachycineta bicolor",22.05775,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",67.55955,"Chu & Clairmunt 2023",6.4,5,1,67.55955
"Tachycineta bicolor",67.55955,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",67.55955,"Chu & Clairmunt 2023",6.4,5,1,67.55955
"Tanacetum vulgare",0.36,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0024,"Tamme et al. 2014",0.00138,2,1,0.0024
"Tanacetum vulgare",2.4,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0024,"Tamme et al. 2014",0.00138,2,1,0.0024
"Taraxacum officinale",620,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",56,"days","AgeAtMaturity","TRY",0.62,"Tamme et al. 2014",0.0261,4,1,0.62
"Taraxacum officinale",0.22,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",56,"days","AgeAtMaturity","TRY",0.62,"Tamme et al. 2014",0.0261,4,1,0.62
"Taraxacum officinale",2.2,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",56,"days","AgeAtMaturity","TRY",0.62,"Tamme et al. 2014",0.0261,4,1,0.62
"Taraxacum officinale",50,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",56,"days","AgeAtMaturity","TRY",0.62,"Tamme et al. 2014",0.0261,4,1,0.62
"Tetrastes bonasia",5.7,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",363.468,"days","AgeAtMaturity","Amniota",5.7,"Sutherland (birds)",5.7,2,1,5.7
"Tetrastes bonasia",5700,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",363.468,"days","AgeAtMaturity","Amniota",5.7,"Sutherland (birds)",5.7,2,1,5.7
"Thalasseus maximus",80.44756,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",338.2111,"Chu & Clairmunt 2023",209.32933,2,3,112.737033333333
"Thalasseus maximus",338.2111,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",338.2111,"Chu & Clairmunt 2023",209.32933,2,3,112.737033333333
"Thalasseus sandvicensis",45.40263,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",138.899,"Chu & Clairmunt 2023",92.150815,2,3,46.2996666666667
"Thalasseus sandvicensis",138.899,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",138.899,"Chu & Clairmunt 2023",92.150815,2,3,46.2996666666667
"Thomomys bottae",0.3,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",242.57492,"days","AgeAtMaturity","Amniota",0.3,"Sutherland (mammals)",0.3,2,1,0.3
"Thomomys bottae",300,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",242.57492,"days","AgeAtMaturity","Amniota",0.3,"Sutherland (mammals)",0.3,2,1,0.3
"Thuja occidentalis",45,"m","seed dispersal","MeanDispersalDistance","TRY database",28.3333333333333,"yrs","AgeAtMaturity","TRY",0.06,"TRY database",0.0525,2,29,0.00206896551724138
"Thuja occidentalis",60,"m","seed dispersal","MeanDispersalDistance","TRY database",28.3333333333333,"yrs","AgeAtMaturity","TRY",0.06,"TRY database",0.0525,2,29,0.00206896551724138
"Tilia americana",15,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",15,"yrs","AgeAtMaturity","TRY",0.015,"Tamme et al. 2014",0.015,1,15,0.001
"Tilia cordata",64,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.064,"Tamme et al. 2014",0.064,1,5,0.0128
"Tilia platyphyllos",80,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.08,"Tamme et al. 2014",0.08,3,5,0.016
"Tilia platyphyllos",58,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.08,"Tamme et al. 2014",0.08,3,5,0.016
"Tilia platyphyllos",80,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.08,"Tamme et al. 2014",0.08,3,5,0.016
"Torilis japonica",15,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.015,"Tamme et al. 2014",0.015,2,1,0.015
"Torilis japonica",15,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.015,"Tamme et al. 2014",0.015,2,1,0.015
"Toxostoma curvirostre",30,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",30,"Sutherland (birds)",30,2,1,30
"Toxostoma curvirostre",30000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",30,"Sutherland (birds)",30,2,1,30
"Tragopogon porrifolius",6.9,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0069,"Tamme et al. 2014",0.006335,2,1,0.0069
"Tragopogon porrifolius",5.77,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.0069,"Tamme et al. 2014",0.006335,2,1,0.0069
"Tragopogon pratensis",1900,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",1.9,"Tamme et al. 2014",0.0034,3,1,1.9
"Tragopogon pratensis",0.41,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",1.9,"Tamme et al. 2014",0.0034,3,1,1.9
"Tragopogon pratensis",3.4,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",1.9,"Tamme et al. 2014",0.0034,3,1,1.9
"Trifolium arvense",0.75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00075,"Tamme et al. 2014",0.00075,1,1,0.00075
"Trifolium dubium",10,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",42,"days","AgeAtMaturity","TRY",0.01,"Jenkins et al. 2007",0.01,1,1,0.01
"Triglochin maritima",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00034,"Tamme et al. 2014",0.000205,2,1,0.00034
"Triglochin maritima",0.34,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00034,"Tamme et al. 2014",0.000205,2,1,0.00034
"Tripolium pannonicum",1500,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",1.5,"Tamme et al. 2014",1.5,1,1,1.5
"Troglodytes aedon",147.4332,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",147.4332,"Chu & Clairmunt 2023",147.4332,2,1,147.4332
"Troglodytes aedon",147.4332,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",147.4332,"Chu & Clairmunt 2023",147.4332,2,1,147.4332
"Troglodytes troglodytes",38300,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",38.3,"Jenkins et al. 2007",6.5,5,1,38.3
"Troglodytes troglodytes",6.5,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",38.3,"Jenkins et al. 2007",6.5,5,1,38.3
"Troglodytes troglodytes",8.9,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",38.3,"Jenkins et al. 2007",6.5,5,1,38.3
"Troglodytes troglodytes",0.527,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",38.3,"Jenkins et al. 2007",6.5,5,1,38.3
"Troglodytes troglodytes",1.17,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",38.3,"Jenkins et al. 2007",6.5,5,1,38.3
"Tsuga canadensis",1600,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",15,"yrs","AgeAtMaturity","TRY",1.6,"Tamme et al. 2014",0.815,2,15,0.106666666666667
"Tsuga canadensis",30,"m","seed dispersal","MeanDispersalDistance","TRY database",15,"yrs","AgeAtMaturity","TRY",1.6,"Tamme et al. 2014",0.815,2,15,0.106666666666667
"Turdus merula",5,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",355,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",355000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",3.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",3.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",0.224,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus merula",0.264,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",355,"Sutherland (birds)",3.3,7,1,355
"Turdus philomelos",50200,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",50.2,"Jenkins et al. 2007",4,5,1,50.2
"Turdus philomelos",4,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",50.2,"Jenkins et al. 2007",4,5,1,50.2
"Turdus philomelos",7,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",50.2,"Jenkins et al. 2007",4,5,1,50.2
"Turdus philomelos",0.253,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",50.2,"Jenkins et al. 2007",4,5,1,50.2
"Turdus philomelos",0.591,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",50.2,"Jenkins et al. 2007",4,5,1,50.2
"Turdus viscivorus",43100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",43.1,"Jenkins et al. 2007",2.3,5,1,43.1
"Turdus viscivorus",2.3,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",43.1,"Jenkins et al. 2007",2.3,5,1,43.1
"Turdus viscivorus",8.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",43.1,"Jenkins et al. 2007",2.3,5,1,43.1
"Turdus viscivorus",0.384,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",43.1,"Jenkins et al. 2007",2.3,5,1,43.1
"Turdus viscivorus",1.49,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",43.1,"Jenkins et al. 2007",2.3,5,1,43.1
"Tussilago farfara",4000,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",2.01,4,1,4
"Tussilago farfara",10,"m","seed dispersal","ModeDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",2.01,4,1,4
"Tussilago farfara",20,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",2.01,4,1,4
"Tussilago farfara",4000,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",2.01,4,1,4
"Tympanuchus cupido",1,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",183,"days","AgeAtMaturity","AnAge",10.8,"Sutherland (birds)",10.8,3,1,10.8
