"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","Method"
"Vidua paradisaea",0,1,"Vidua paradisaea","Animalia","Chordata","Aves","Passeriformes","Viduidae","GBIF","GBIF:2484626","Vidua paradisaea","Vidua paradisaea","Find_Sci_Names"
"Vidua regia",0,1,"Vidua regia","Animalia","Chordata","Aves","Passeriformes","Viduidae","GBIF","GBIF:2484627","Vidua regia","Vidua regia","Find_Sci_Names"
"Heliomeris multiflora",0,1,"Heliomeris multiflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3099317","Viguiera multiflora","Viguiera multiflora","Find_Sci_Names"
"Bahiopsis parishii",0,1,"Bahiopsis parishii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3091038","Viguiera parishii","Viguiera parishii","Find_Sci_Names"
"Vinca major",1,1,"Vinca major","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","GBIF","GBIF:3169708","Vinca major","Vinca major","Find_Sci_Names"
"Vinca minor",1,0,"Vinca minor","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","GBIF","GBIF:3169707","Vinca minor","Vinca minor","Find_Sci_Names"
"Vincentia conspersa",1,1,"Vincentia conspersa","Animalia","Chordata","Actinopteri","Perciformes","Apogonidae","GBIF","GBIF:5211548","Vincentia conspersa","Vincentia conspersa","Find_Sci_Names | class from NCBI using taxize"
"Vincetoxicum hirundinaria",1,1,"Vincetoxicum hirundinaria","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","GBIF","GBIF:5414548","Vincetoxicum hirundinaria","Vincetoxicum hirundinaria","Find_Sci_Names"
"Vinciguerria lucetia",1,1,"Vinciguerria lucetia","Animalia","Chordata","Actinopteri","Stomiiformes","Phosichthyidae","GBIF","GBIF:2346829","Vinciguerria lucetia","Vinciguerria lucetia","Find_Sci_Names | class from NCBI using taxize"
"Viola adunca",1,1,"Viola adunca","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331199","Viola adunca","Viola adunca subsp. adunca","Find_Sci_Names"
"Viola alba",1,0,"Viola alba","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7296398","Viola alba","Viola alba","Find_Sci_Names"
"Viola arvensis",1,0,"Viola arvensis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331235","Viola arvensis","Viola arvensis","Find_Sci_Names"
"Viola bakeri",1,1,"Viola bakeri","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331358","Viola bakeri","Viola bakeri","Find_Sci_Names"
"Viola beckwithii",1,1,"Viola beckwithii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331169","Viola beckwithii","Viola beckwithii","Find_Sci_Names"
"Viola biflora",1,1,"Viola biflora","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331325","Viola biflora","Viola biflora","Find_Sci_Names"
"Viola blanda",1,1,"Viola blanda","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331300","Viola blanda","Viola blanda","Find_Sci_Names"
"Viola calcarata",1,1,"Viola calcarata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7296469","Viola calcarata","Viola calcarata","Find_Sci_Names"
"Viola canina",1,1,"Viola canina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331258","Viola canina","Viola canina","Find_Sci_Names"
"Viola collina",1,0,"Viola collina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7296247","Viola collina","Viola collina","Find_Sci_Names"
"Viola cuneata",1,1,"Viola cuneata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331277","Viola cuneata","Viola cuneata","Find_Sci_Names"
"Viola douglasii",1,1,"Viola douglasii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331351","Viola douglasii","Viola douglasii","Find_Sci_Names"
"Viola epipsila",0,1,"Viola epipsila","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331391","Viola epipsila","Viola epipsila","Find_Sci_Names"
"Viola glabella",1,1,"Viola glabella","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331176","Viola glabella","Viola glabella","Find_Sci_Names"
"Viola hallii",1,1,"Viola hallii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331348","Viola hallii","Viola hallii","Find_Sci_Names"
"Viola hirta",1,1,"Viola hirta","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5664290","Viola hirta","Viola hirta","Find_Sci_Names"
"Viola lactea",1,1,"Viola lactea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7946708","Viola lactea","Viola lactea","Find_Sci_Names"
"Viola lobata",1,1,"Viola lobata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331345","Viola lobata","Viola lobata","Find_Sci_Names"
"Viola lobata",1,1,"Viola lobata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331345","Viola lobata","Viola lobata subsp. integrifolia","Find_Sci_Names"
"Viola lobata",1,1,"Viola lobata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331345","Viola lobata","Viola lobata subsp. lobata","Find_Sci_Names"
"Viola lutea",1,1,"Viola lutea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:8388117","Viola lutea","Viola lutea","Find_Sci_Names"
"Viola macloskeyi",1,1,"Viola macloskeyi","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331303","Viola macloskeyi","Viola macloskeyi","Find_Sci_Names"
"Viola mirabilis",1,0,"Viola mirabilis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331268","Viola mirabilis","Viola mirabilis","Find_Sci_Names"
"Viola ocellata",1,1,"Viola ocellata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331196","Viola ocellata","Viola ocellata","Find_Sci_Names"
"Viola odorata",1,1,"Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331181","Viola odorata","Viola odorata","Find_Sci_Names"
"Viola palustris",1,1,"Viola palustris","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331355","Viola palustris","Viola palustris","Find_Sci_Names"
"Viola pedunculata",1,1,"Viola pedunculata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331230","Viola pedunculata","Viola pedunculata","Find_Sci_Names"
"Viola pinetorum",1,1,"Viola pinetorum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331223","Viola pinetorum","Viola pinetorum subsp. pinetorum","Find_Sci_Names"
"Viola praemorsa",1,1,"Viola praemorsa","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7884309","Viola praemorsa","Viola praemorsa subsp. linguifolia","Find_Sci_Names"
"Viola pubescens",1,1,"Viola pubescens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331338","Viola pubescens","Viola pubescens","Find_Sci_Names"
"Viola purpurea",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea","Find_Sci_Names"
"Viola purpurea",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea subsp. mohavensis","Find_Sci_Names"
"Viola purpurea",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea subsp. purpurea","Find_Sci_Names"
"Viola purpurea",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea subsp. quercetorum","Find_Sci_Names"
"Viola quercetorum",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea subsp. quercetorum","Find_Sci_Names"
"Viola purpurea",1,1,"Viola purpurea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331324","Viola purpurea","Viola purpurea subsp. venosa","Find_Sci_Names"
"Viola pyrenaica",1,0,"Viola pyrenaica","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7296427","Viola pyrenaica","Viola pyrenaica","Find_Sci_Names"
"Viola reichenbachiana",1,1,"Viola reichenbachiana","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5663962","Viola reichenbachiana","Viola reichenbachiana","Find_Sci_Names"
"Viola riviniana",1,1,"Viola riviniana","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7296321","Viola riviniana","Viola riviniana","Find_Sci_Names"
"Viola sempervirens",1,1,"Viola sempervirens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331332","Viola sempervirens","Viola sempervirens","Find_Sci_Names"
"Viola sheltonii",1,1,"Viola sheltonii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331185","Viola sheltonii","Viola sheltonii","Find_Sci_Names"
"Viola sororia",1,1,"Viola sororia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331238","Viola sororia","Viola sororia","Find_Sci_Names"
"Viola suavis",1,0,"Viola suavis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:7544600","Viola suavis","Viola suavis","Find_Sci_Names"
"Viola tricolor",1,1,"Viola tricolor","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331347","Viola tricolor","Viola tricolor","Find_Sci_Names"
"Viola tricolor",1,0,"Viola tricolor","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","GBIF","GBIF:5331347","Viola tricolor","Viola tricolor subalpina","Find_Sci_Names"
"Vipera aspis",1,1,"Vipera aspis","Animalia","Chordata","Squamata","Squamata","Viperidae","GBIF","GBIF:2444339","Vipera aspis","Vipera aspis","Find_Sci_Names | order from NCBI using taxize"
"Vipera berus",1,1,"Vipera berus","Animalia","Chordata","Squamata","Squamata","Viperidae","GBIF","GBIF:5960862","Vipera berus","Vipera berus","Find_Sci_Names | order from NCBI using taxize"
"Vipera latastei",0,1,"Vipera latastei","Animalia","Chordata","Squamata","Squamata","Viperidae","GBIF","GBIF:5960896","Vipera latastei","Vipera latastei","Find_Sci_Names | order from NCBI using taxize"
"Vipera latastei",1,0,"Vipera latastei","Animalia","Chordata","Squamata","Squamata","Viperidae","GBIF","GBIF:5960896","Vipera latasti","Vipera latasti","Find_Sci_Names | order from NCBI using taxize"
"Vipera seoanei",1,1,"Vipera seoanei","Animalia","Chordata","Squamata","Squamata","Viperidae","GBIF","GBIF:5960884","Vipera seoanei","Vipera seoanei","Find_Sci_Names | order from NCBI using taxize"
"Vireo altiloquus",1,1,"Vireo altiloquus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487463","Vireo altiloquus","Vireo altiloquus","Find_Sci_Names"
"Vireo atricapilla",1,0,"Vireo atricapilla","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487438","Vireo atricapilla","Vireo atricapilla","Find_Sci_Names"
"Vireo bellii",1,1,"Vireo bellii","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487441","Vireo belli","Vireo belli","Find_Sci_Names"
"Vireo bellii",1,0,"Vireo bellii","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487441","Vireo bellii","Vireo bellii","Find_Sci_Names"
"Vireo cassinii",1,1,"Vireo cassinii","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:9552291","Vireo cassinii","Vireo cassinii","Find_Sci_Names"
"Vireo flavifrons",1,1,"Vireo flavifrons","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487453","Vireo flavifrons","Vireo flavifrons","Find_Sci_Names"
"Vireo flavoviridis",1,1,"Vireo flavoviridis","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487426","Vireo flavoviridis","Vireo flavoviridis","Find_Sci_Names"
"Vireo gilvus",1,1,"Vireo gilvus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487446","Vireo gilvus","Vireo gilvus","Find_Sci_Names"
"Vireo griseus",1,1,"Vireo griseus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487413","Vireo griseus","Vireo griseus","Find_Sci_Names"
"Vireo huttoni",1,1,"Vireo huttoni","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:9722986","Vireo huttoni","Vireo huttoni","Find_Sci_Names"
"Vireo olivaceus",1,1,"Vireo olivaceus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487430","Vireo olivaceus","Vireo olivaceus","Find_Sci_Names"
"Vireo philadelphicus",1,0,"Vireo philadelphicus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487408","Vireo philadelphicus","Vireo philadelphicus","Find_Sci_Names"
"Vireo plumbeus",1,1,"Vireo plumbeus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:9353154","Vireo plumbeus","Vireo plumbeus","Find_Sci_Names"
"Vireo solitarius",1,0,"Vireo solitarius","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487456","Vireo solitaries","Vireo solitaries","Find_Sci_Names"
"Vireo solitarius",1,1,"Vireo solitarius","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487456","Vireo solitarius","Vireo solitarius","Find_Sci_Names"
"Vireo plumbeus",0,1,"Vireo solitarius","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487456","Vireo solitarius","Vireo solitarius plumbeus","Find_Sci_Names"
"Vireo vicinior",1,1,"Vireo vicinior","Animalia","Chordata","Aves","Passeriformes","Vireonidae","GBIF","GBIF:2487411","Vireo vicinior","Vireo vicinior","Find_Sci_Names"
"Virola sp.",1,0,"Virola sp.","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Myristicaceae","Bioshifts_v1",NA,"Virola sp.","Virola sp.",NA
"Viscum album",1,1,"Viscum album","Plantae","Tracheophyta","Magnoliopsida","Santalales","Viscaceae","GBIF","GBIF:2889828","Viscum album","Viscum album","Find_Sci_Names"
"Vitex doniana",1,0,"Vitex doniana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:3905809","Vitex doniana","Vitex doniana","Find_Sci_Names"
"Vitis californica",1,1,"Vitis californica","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","GBIF","GBIF:5372406","Vitis californica","Vitis californica","Find_Sci_Names"
"Vitis girdiana",1,1,"Vitis girdiana","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","GBIF","GBIF:5372407","Vitis girdiana","Vitis girdiana","Find_Sci_Names"
"Vitis riparia",1,1,"Vitis riparia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","GBIF","GBIF:5372385","Vitis riparia","Vitis riparia","Find_Sci_Names"
"Vitis vinifera",1,1,"Vitis vinifera","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","GBIF","GBIF:5372392","Vitis vinifera","Vitis vinifera","Find_Sci_Names"
"Volucella bombylans",1,1,"Volucella bombylans","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","GBIF","GBIF:1541763","Volucella bombylans","Volucella bombylans","Find_Sci_Names"
"Volucella inanis",1,1,"Volucella inanis","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","GBIF","GBIF:1541740","Volucella inanis","Volucella inanis","Find_Sci_Names"
"Volucella inflata",1,1,"Volucella inflata","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","GBIF","GBIF:1541819","Volucella inflata","Volucella inflata","Find_Sci_Names"
"Volucella pellucens",1,1,"Volucella pellucens","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","GBIF","GBIF:1541799","Volucella pellucens","Volucella pellucens","Find_Sci_Names"
"Volucella zonaria",1,1,"Volucella zonaria","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","GBIF","GBIF:1541832","Volucella zonaria","Volucella zonaria","Find_Sci_Names"
"Vulpes vulpes",1,0,"Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","GBIF","GBIF:5219243","Vulpes vulpes","Vulpes vulpes","Find_Sci_Names"
"Festuca bromoides",1,1,"Festuca bromoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2702740","Vulpia bromoides","Vulpia bromoides","Find_Sci_Names"
"Festuca ciliata",1,1,"Festuca ciliata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:8224452","Vulpia ciliata","Vulpia ciliata","Find_Sci_Names"
"Festuca ambigua",1,1,"Festuca ciliata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:8224452","Vulpia ciliata","Vulpia ciliata","Find_Sci_Names"
"Festuca myuros",1,1,"Festuca myuros","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2702727","Vulpia myuros","Vulpia myuros","Find_Sci_Names"
"Vulpicida pinastri",1,0,"Vulpicida pinastri","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","GBIF","GBIF:2605831","Vulpicida pinastri","Vulpicida pinastri","Find_Sci_Names"
"Wahlenbergia hederacea",1,1,"Hesperocodon hederaceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","GBIF","GBIF:9612996","Wahlenbergia hederacea","Wahlenbergia hederacea","Find_Sci_Names"
"Walckenaeria acuminata",1,1,"Walckenaeria acuminata","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134735","Walckenaeria acuminata","Walckenaeria acuminata","Find_Sci_Names"
"Walckenaeria antica",1,1,"Walckenaeria antica","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134778","Walckenaeria antica","Walckenaeria antica","Find_Sci_Names"
"Walckenaeria atrotibialis",1,1,"Walckenaeria atrotibialis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134829","Walckenaeria atrotibialis","Walckenaeria atrotibialis","Find_Sci_Names"
"Walckenaeria clavicornis",1,0,"Walckenaeria clavicornis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134728","Walckenaeria clavicornis","Walckenaeria clavicornis","Find_Sci_Names"
"Walckenaeria cucullata",1,1,"Walckenaeria cucullata","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134699","Walckenaeria cucullata","Walckenaeria cucullata","Find_Sci_Names"
"Walckenaeria cuspidata",1,1,"Walckenaeria cuspidata","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134780","Walckenaeria cuspidata","Walckenaeria cuspidata","Find_Sci_Names"
"Walckenaeria dysderoides",1,0,"Walckenaeria dysderoides","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134791","Walckenaeria dysderoides","Walckenaeria dysderoides","Find_Sci_Names"
"Walckenaeria kochi",1,0,"Walckenaeria kochi","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134774","Walckenaeria kochi","Walckenaeria kochi","Find_Sci_Names"
"Walckenaeria monoceros",1,0,"Walckenaeria monoceros","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134745","Walckenaeria monoceros","Walckenaeria monoceros","Find_Sci_Names"
"Walckenaeria nodosa",1,0,"Walckenaeria nodosa","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134718","Walckenaeria nodosa","Walckenaeria nodosa","Find_Sci_Names"
"Walckenaeria nudipalpis",1,1,"Walckenaeria nudipalpis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134741","Walckenaeria nudipalpis","Walckenaeria nudipalpis","Find_Sci_Names"
"Walckenaeria unicornis",1,1,"Walckenaeria unicornis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2134738","Walckenaeria unicornis","Walckenaeria unicornis","Find_Sci_Names"
